pk,QualityCode,DatetimeAEST,SiteID,Unit,Value,Varcode,VariableName,LastObservedTimeAEST,DataType,Owner
141.00|20190618000000|410746,1,06/18/2019 12:00:00 AM,410746,Megalitres/Day,0.063000001,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190618000000|410745,2,06/18/2019 12:00:00 AM,410745,Megalitres/Day,2.8740000725,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190618000000|410729,3,06/18/2019 12:00:00 AM,410729,Megalitres/Day,14.8109998703,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190618000000|410711,1,06/18/2019 12:00:00 AM,410711,Megalitres/Day,8.2469997406,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190618000000|410705,1,06/18/2019 12:00:00 AM,410705,Megalitres/Day,1.4869999886,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
10.00|20190617090000|ES1801,1,06/18/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|ER0302,1,06/18/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190617090000|570996,1,06/18/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570993,1,06/18/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570992,1,06/18/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570991,1,06/18/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570987,2,06/18/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570985,1,06/18/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570981,6,06/18/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570978,1,06/18/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570977,1,06/18/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570967,1,06/18/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190617090000|570944,1,06/18/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570943,1,06/18/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570942,1,06/18/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570941,1,06/18/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570928,1,06/18/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190617090000|570925,1,06/18/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570922,255,06/18/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,09/12/2019 08:16:56 AM,total,DEAD?
10.00|20190617090000|570915,1,06/18/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190617090000|570909,1,06/18/2019 09:00:00 AM,570909,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570908,1,06/18/2019 09:00:00 AM,570908,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570904,1,06/18/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570902,1,06/18/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570824,1,06/18/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570822,1,06/18/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570821,1,06/18/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570817,1,06/18/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570813,1,06/18/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570807,1,06/18/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570806,1,06/18/2019 09:00:00 AM,570806,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570805,1,06/18/2019 09:00:00 AM,570805,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190617090000|570803,1,06/18/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570802,1,06/18/2019 09:00:00 AM,570802,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190617090000|570801,1,06/18/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
141.00|20190619000000|410790,1,06/19/2019 12:00:00 AM,410790,Megalitres/Day,0.8790000081,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190619000000|410779,1,06/19/2019 12:00:00 AM,410779,Megalitres/Day,1.7480000257,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190619000000|410776,1,06/19/2019 12:00:00 AM,410776,Megalitres/Day,1.3880000114,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190619000000|410775,2,06/19/2019 12:00:00 AM,410775,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190619000000|410772,1,06/19/2019 12:00:00 AM,410772,Megalitres/Day,0.2849999964,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190619000000|410770,1,06/19/2019 12:00:00 AM,410770,Megalitres/Day,14.8870000839,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190619000000|410761,1,06/19/2019 12:00:00 AM,410761,Megalitres/Day,129.6940002441,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190619000000|410756,1,06/19/2019 12:00:00 AM,410756,Megalitres/Day,11.4250001907,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190619000000|410753,150,06/19/2019 12:00:00 AM,410753,Megalitres/Day,0.1150000021,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190619000000|410751,1,06/19/2019 12:00:00 AM,410751,Megalitres/Day,22.1940002441,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190619000000|410750,2,06/19/2019 12:00:00 AM,410750,Megalitres/Day,6.9019999504,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190619000000|410746,1,06/19/2019 12:00:00 AM,410746,Megalitres/Day,0.057,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190619000000|410745,2,06/19/2019 12:00:00 AM,410745,Megalitres/Day,2.7430000305,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190619000000|410729,3,06/19/2019 12:00:00 AM,410729,Megalitres/Day,14.7069997787,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190619000000|410711,1,06/19/2019 12:00:00 AM,410711,Megalitres/Day,7.8460001945,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190619000000|410705,1,06/19/2019 12:00:00 AM,410705,Megalitres/Day,1.4279999733,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
10.00|20190618090000|ES1801,1,06/19/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|ER0302,1,06/19/2019 09:00:00 AM,ER0302,Millimetres,0.400000006,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190618090000|570996,1,06/19/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570993,1,06/19/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570992,1,06/19/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570991,1,06/19/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570987,2,06/19/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570985,1,06/19/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570981,6,06/19/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570978,1,06/19/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570977,1,06/19/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570967,1,06/19/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190618090000|570944,1,06/19/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570943,1,06/19/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570942,1,06/19/2019 09:00:00 AM,570942,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570941,1,06/19/2019 09:00:00 AM,570941,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570928,1,06/19/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190618090000|570925,1,06/19/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570922,255,06/19/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,09/12/2019 08:16:56 AM,total,DEAD?
10.00|20190618090000|570915,1,06/19/2019 09:00:00 AM,570915,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190618090000|570909,1,06/19/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570908,1,06/19/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570904,1,06/19/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570902,1,06/19/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570824,1,06/19/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570822,1,06/19/2019 09:00:00 AM,570822,Millimetres,0.400000006,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570821,1,06/19/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570817,1,06/19/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570813,1,06/19/2019 09:00:00 AM,570813,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570807,1,06/19/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570806,1,06/19/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190618090000|570805,1,06/19/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
